state,state/region,ages,year,population,area (sq. mi)
Indiana,IN,under18,2003,1582560,36420
Indiana,IN,total,2004,6233007,36420
Indiana,IN,under18,2004,1586281,36420
Indiana,IN,total,2001,6127760,36420
Indiana,IN,under18,2001,1579527,36420
Indiana,IN,total,2002,6155967,36420
Indiana,IN,under18,2002,1580814,36420
Indiana,IN,total,1999,6044970,36420
Indiana,IN,under18,1999,1566079,36420
Indiana,IN,total,2000,6091866,36420
Indiana,IN,under18,2000,1574989,36420
Indiana,IN,total,1997,5955267,36420
Indiana,IN,under18,1997,1539270,36420
Indiana,IN,under18,1998,1551960,36420
Indiana,IN,total,1998,5998881,36420
Indiana,IN,under18,1996,1517961,36420
Indiana,IN,total,1996,5906013,36420
Indiana,IN,total,1995,5851459,36420
Indiana,IN,under18,1995,1507916,36420
Indiana,IN,under18,1992,1461650,36420
Indiana,IN,total,1992,5674547,36420
Indiana,IN,total,1993,5739019,36420
Indiana,IN,under18,1993,1473007,36420
Indiana,IN,under18,1994,1491802,36420
Indiana,IN,total,1994,5793526,36420
Indiana,IN,total,1991,5616388,36420
Indiana,IN,under18,1991,1450759,36420
Indiana,IN,under18,1990,1437209,36420
Indiana,IN,total,1990,5557798,36420
Iowa,IA,under18,1990,719366,56276
Iowa,IA,total,1990,2781018,56276
Iowa,IA,total,1991,2797613,56276
Iowa,IA,under18,1991,724446,56276
Iowa,IA,under18,1994,728397,56276
Iowa,IA,total,1994,2850746,56276
Iowa,IA,total,1993,2836972,56276
Iowa,IA,under18,1993,727751,56276
Iowa,IA,under18,1992,724798,56276
Iowa,IA,total,1992,2818401,56276
Iowa,IA,total,1995,2867373,56276
Iowa,IA,under18,1995,726961,56276
Iowa,IA,under18,1996,729177,56276
Iowa,IA,total,1996,2880001,56276
Iowa,IA,under18,1998,729943,56276
Iowa,IA,total,1998,2902872,56276
Iowa,IA,total,1997,2891119,56276
Iowa,IA,under18,1997,729806,56276
Iowa,IA,total,2000,2929067,56276
Iowa,IA,under18,2000,733337,56276
Iowa,IA,total,1999,2917634,56276
Iowa,IA,under18,1999,732671,56276
Iowa,IA,total,2002,2934234,56276
Iowa,IA,under18,2002,723685,56276
Iowa,IA,total,2001,2931997,56276
Iowa,IA,under18,2001,728601,56276
Iowa,IA,total,2004,2953635,56276
Iowa,IA,under18,2004,718708,56276
Iowa,IA,total,2003,2941999,56276
Iowa,IA,under18,2003,720102,56276
Iowa,IA,total,2006,2982644,56276
Iowa,IA,under18,2006,721703,56276
Iowa,IA,total,2005,2964454,56276
Iowa,IA,under18,2005,718488,56276
Iowa,IA,total,2008,3016734,56276
Iowa,IA,under18,2008,725658,56276
Iowa,IA,total,2007,2999212,56276
Iowa,IA,under18,2007,723632,56276
Iowa,IA,under18,2013,724032,56276
Iowa,IA,total,2009,3032870,56276
Iowa,IA,under18,2009,726969,56276
Iowa,IA,total,2013,3090416,56276
Iowa,IA,total,2010,3050314,56276
Iowa,IA,under18,2010,727717,56276
Iowa,IA,total,2011,3064102,56276
Iowa,IA,under18,2011,725522,56276
Iowa,IA,under18,2012,723917,56276
Iowa,IA,total,2012,3075039,56276
Kansas,KS,total,2012,2885398,82282
Kansas,KS,under18,2012,726668,82282
Kansas,KS,under18,2011,726787,82282
Kansas,KS,total,2011,2869548,82282
Kansas,KS,under18,2010,727729,82282
Kansas,KS,total,2010,2858910,82282
Kansas,KS,total,2013,2893957,82282
Kansas,KS,total,2009,2832704,82282
Kansas,KS,under18,2009,721841,82282
Kansas,KS,under18,2013,724092,82282
Kansas,KS,total,2007,2783785,82282
Kansas,KS,under18,2007,711005,82282
Kansas,KS,total,2008,2808076,82282
Kansas,KS,under18,2008,714689,82282
Kansas,KS,total,2005,2745299,82282
Kansas,KS,under18,2005,704689,82282
Kansas,KS,total,2006,2762931,82282
Kansas,KS,under18,2006,705277,82282
Kansas,KS,total,2003,2723004,82282
Kansas,KS,under18,2003,707847,82282
Kansas,KS,total,2004,2734373,82282
Kansas,KS,under18,2004,705456,82282
Kansas,KS,total,2001,2702162,82282
Kansas,KS,under18,2001,710923,82282
Kansas,KS,total,2002,2713535,82282
Kansas,KS,under18,2002,709416,82282
Kansas,KS,total,1999,2678338,82282
Kansas,KS,under18,1999,713022,82282
Kansas,KS,total,2000,2693681,82282
Kansas,KS,under18,2000,713887,82282
Kansas,KS,total,1997,2635292,82282
Kansas,KS,under18,1997,704001,82282
Kansas,KS,under18,1998,710402,82282
Kansas,KS,total,1998,2660598,82282
Kansas,KS,under18,1996,696298,82282
Kansas,KS,total,1996,2614554,82282
Kansas,KS,total,1995,2601008,82282
Kansas,KS,under18,1995,694124,82282
Kansas,KS,under18,1992,680871,82282
Kansas,KS,total,1992,2532395,82282
Kansas,KS,total,1993,2556547,82282
Kansas,KS,under18,1993,687262,82282
Kansas,KS,under18,1994,693673,82282
Kansas,KS,total,1994,2580513,82282
Kansas,KS,total,1991,2498722,82282
Kansas,KS,under18,1991,672033,82282
Kansas,KS,under18,1990,662641,82282
Kansas,KS,total,1990,2481349,82282
Kentucky,KY,under18,1990,945951,40411
Kentucky,KY,total,1990,3694048,40411
Kentucky,KY,total,1991,3722328,40411
Kentucky,KY,under18,1991,951512,40411
Kentucky,KY,under18,1994,981439,40411
Kentucky,KY,total,1994,3849088,40411
Kentucky,KY,total,1993,3812206,40411
Kentucky,KY,under18,1993,971134,40411
Kentucky,KY,under18,1992,963861,40411
Kentucky,KY,total,1992,3765469,40411
Kentucky,KY,total,1995,3887427,40411
Kentucky,KY,under18,1995,984486,40411
Kentucky,KY,under18,1996,987062,40411
Kentucky,KY,total,1996,3919536,40411
Kentucky,KY,under18,1998,997296,40411
Kentucky,KY,total,1998,3985391,40411
Kentucky,KY,total,1997,3952747,40411
Kentucky,KY,under18,1997,1002609,40411
Kentucky,KY,total,2000,4049021,40411
Kentucky,KY,under18,2000,994984,40411
Kentucky,KY,total,1999,4018053,40411
Kentucky,KY,under18,1999,996382,40411
Kentucky,KY,total,2002,4089875,40411
Kentucky,KY,under18,2002,995251,40411
Kentucky,KY,total,2001,4068132,40411
Kentucky,KY,under18,2001,994105,40411
Kentucky,KY,total,2004,4146101,40411
Kentucky,KY,under18,2004,998459,40411
Kentucky,KY,total,2003,4117170,40411
Kentucky,KY,under18,2003,998485,40411
Kentucky,KY,total,2006,4219239,40411
Kentucky,KY,under18,2006,1011295,40411
Kentucky,KY,total,2005,4182742,40411
Kentucky,KY,under18,2005,1004020,40411
Kentucky,KY,total,2008,4289878,40411
Kentucky,KY,under18,2008,1022001,40411
Kentucky,KY,total,2007,4256672,40411
Kentucky,KY,under18,2007,1016288,40411
Kentucky,KY,under18,2013,1014004,40411
Kentucky,KY,total,2009,4317074,40411
Kentucky,KY,under18,2009,1021710,40411
Kentucky,KY,total,2013,4395295,40411
Kentucky,KY,total,2010,4347698,40411
Kentucky,KY,under18,2010,1023679,40411
Kentucky,KY,total,2011,4366869,40411
Kentucky,KY,under18,2011,1021926,40411
Kentucky,KY,under18,2012,1017350,40411
Kentucky,KY,total,2012,4379730,40411
Louisiana,LA,total,2012,4602134,51843
Louisiana,LA,under18,2012,1114620,51843
Louisiana,LA,under18,2011,1116579,51843
Louisiana,LA,total,2011,4575197,51843
Louisiana,LA,under18,2010,1118576,51843
Louisiana,LA,total,2010,4545392,51843
Louisiana,LA,total,2013,4625470,51843
Louisiana,LA,total,2009,4491648,51843
Louisiana,LA,under18,2009,1114228,51843
Louisiana,LA,under18,2013,1112957,51843
Louisiana,LA,total,2007,4375581,51843
Louisiana,LA,under18,2007,1096642,51843
Louisiana,LA,total,2008,4435586,51843
Louisiana,LA,under18,2008,1108728,51843
Louisiana,LA,total,2005,4576628,51843
Louisiana,LA,under18,2005,1177954,51843
Louisiana,LA,total,2006,4302665,51843
Louisiana,LA,under18,2006,1078779,51843
Louisiana,LA,total,2003,4521042,51843
Louisiana,LA,under18,2003,1188070,51843
Louisiana,LA,total,2004,4552238,51843
Louisiana,LA,under18,2004,1182731,51843
Louisiana,LA,total,2001,4477875,51843
Louisiana,LA,under18,2001,1204187,51843
Louisiana,LA,total,2002,4497267,51843
Louisiana,LA,under18,2002,1194819,51843
Louisiana,LA,total,2000,4471885,51843
Louisiana,LA,under18,2000,1217670,51843
Louisiana,LA,total,1999,4460811,51843
Louisiana,LA,under18,1999,1227167,51843
Louisiana,LA,total,1997,4421072,51843
Louisiana,LA,under18,1997,1239665,51843
Louisiana,LA,under18,1998,1232984,51843
Louisiana,LA,total,1998,4440344,51843
Louisiana,LA,under18,1996,1244627,51843
Louisiana,LA,total,1996,4398877,51843
Louisiana,LA,total,1995,4378779,51843
Louisiana,LA,under18,1995,1250112,51843
Louisiana,LA,under18,1992,1237034,51843
Louisiana,LA,total,1992,4293003,51843
Louisiana,LA,total,1993,4316428,51843
Louisiana,LA,under18,1993,1239161,51843
Louisiana,LA,under18,1994,1247631,51843
Louisiana,LA,total,1994,4347481,51843
Louisiana,LA,total,1991,4253279,51843
Louisiana,LA,under18,1991,1222330,51843
Louisiana,LA,under18,1990,1205984,51843
Louisiana,LA,total,1990,4221532,51843
Maine,ME,under18,1990,308066,35387
Maine,ME,total,1990,1231719,35387
Maine,ME,total,1991,1237081,35387
Maine,ME,under18,1991,309871,35387
Maine,ME,under18,1994,311570,35387
Maine,ME,total,1994,1242662,35387
Maine,ME,total,1993,1242302,35387
Maine,ME,under18,1993,310966,35387
Maine,ME,under18,1992,310679,35387
Maine,ME,total,1992,1238508,35387
Maine,ME,total,1995,1243481,35387
Maine,ME,under18,1995,309173,35387
Maine,ME,under18,1996,307740,35387
Maine,ME,total,1996,1249060,35387
Maine,ME,under18,1998,304496,35387
Maine,ME,total,1998,1259127,35387
Maine,ME,total,1997,1254774,35387
Maine,ME,under18,1997,305097,35387
Maine,ME,total,1999,1266808,35387
Maine,ME,under18,1999,302321,35387
Maine,ME,total,2000,1277072,35387
Maine,ME,under18,2000,301407,35387
Maine,ME,total,2002,1295960,35387
Maine,ME,under18,2002,298595,35387
Maine,ME,total,2001,1285692,35387
Maine,ME,under18,2001,300088,35387
Maine,ME,total,2004,1313688,35387
Maine,ME,under18,2004,294791,35387
Maine,ME,total,2003,1306513,35387
Maine,ME,under18,2003,296786,35387
Maine,ME,total,2006,1323619,35387
Maine,ME,under18,2006,288945,35387
Maine,ME,total,2005,1318787,35387
Maine,ME,under18,2005,292039,35387
Maine,ME,total,2008,1330509,35387
Maine,ME,under18,2008,282204,35387
Maine,ME,total,2007,1327040,35387
Maine,ME,under18,2007,286185,35387
Maine,ME,under18,2013,261276,35387
Maine,ME,total,2009,1329590,35387
Maine,ME,under18,2009,277946,35387
Maine,ME,total,2013,1328302,35387
Maine,ME,total,2010,1327366,35387
Maine,ME,under18,2010,273061,35387
Maine,ME,total,2011,1327844,35387
Maine,ME,under18,2011,268737,35387
Maine,ME,under18,2012,264846,35387
Maine,ME,total,2012,1328501,35387
Montana,MT,total,2012,1005494,147046
Montana,MT,under18,2012,222905,147046
Montana,MT,under18,2011,222977,147046
Montana,MT,total,2011,997600,147046
Montana,MT,under18,2010,223292,147046
Montana,MT,total,2010,990527,147046
Montana,MT,total,2013,1015165,147046
Montana,MT,total,2009,983982,147046
Montana,MT,under18,2009,223675,147046
Montana,MT,under18,2013,223981,147046
Montana,MT,total,2007,964706,147046
Montana,MT,under18,2007,223135,147046
Montana,MT,total,2008,976415,147046
Montana,MT,under18,2008,223814,147046
Montana,MT,total,2005,940102,147046
Montana,MT,under18,2005,221685,147046
Montana,MT,total,2006,952692,147046
Montana,MT,under18,2006,221930,147046
Montana,MT,total,2003,919630,147046
Montana,MT,under18,2003,223012,147046
Montana,MT,total,2004,930009,147046
Montana,MT,under18,2004,221999,147046
Montana,MT,total,2002,911667,147046
Montana,MT,under18,2002,224772,147046
Montana,MT,total,2001,906961,147046
Montana,MT,under18,2001,227118,147046
Montana,MT,total,1999,897508,147046
Montana,MT,under18,1999,231133,147046
Montana,MT,total,2000,903773,147046
Montana,MT,under18,2000,230067,147046
Montana,MT,total,1997,889865,147046
Montana,MT,under18,1997,232813,147046
Montana,MT,under18,1998,231746,147046
Montana,MT,total,1998,892431,147046
Montana,MT,total,1995,876553,147046
Montana,MT,under18,1995,236583,147046
Montana,MT,under18,1996,235294,147046
Montana,MT,total,1996,886254,147046
Montana,MT,under18,1992,230868,147046
Montana,MT,total,1992,825770,147046
Montana,MT,total,1993,844761,147046
Montana,MT,under18,1993,234987,147046
Montana,MT,under18,1994,237289,147046
Montana,MT,total,1994,861306,147046
Montana,MT,total,1991,809680,147046
Montana,MT,under18,1991,225259,147046
Montana,MT,under18,1990,223677,147046
Montana,MT,total,1990,800204,147046
Nebraska,NE,under18,1990,430068,77358
Nebraska,NE,total,1990,1581660,77358
Nebraska,NE,total,1991,1595919,77358
Nebraska,NE,under18,1991,434525,77358
Nebraska,NE,under18,1994,442589,77358
Nebraska,NE,total,1994,1639041,77358
Nebraska,NE,total,1993,1625590,77358
Nebraska,NE,under18,1993,439313,77358
Nebraska,NE,under18,1992,436378,77358
Nebraska,NE,total,1992,1611687,77358
Nebraska,NE,under18,1996,446841,77358
Nebraska,NE,total,1996,1673740,77358
Nebraska,NE,total,1995,1656993,77358
Nebraska,NE,under18,1995,444418,77358
Nebraska,NE,under18,1998,451192,77358
Nebraska,NE,total,1998,1695817,77358
Nebraska,NE,total,1997,1686418,77358
Nebraska,NE,under18,1997,450076,77358
Nebraska,NE,total,1999,1704764,77358
Nebraska,NE,under18,1999,451047,77358
Nebraska,NE,total,2000,1713820,77358
Nebraska,NE,under18,2000,450380,77358
Nebraska,NE,total,2001,1719836,77358
Nebraska,NE,under18,2001,448307,77358
Nebraska,NE,total,2002,1728292,77358
Nebraska,NE,under18,2002,447714,77358
Nebraska,NE,total,2004,1749370,77358
Nebraska,NE,under18,2004,448360,77358
Nebraska,NE,total,2003,1738643,77358
Nebraska,NE,under18,2003,447444,77358
Nebraska,NE,total,2006,1772693,77358
Nebraska,NE,under18,2006,450098,77358
Nebraska,NE,total,2005,1761497,77358
Nebraska,NE,under18,2005,448918,77358
Nebraska,NE,total,2008,1796378,77358
Nebraska,NE,under18,2008,453787,77358
Nebraska,NE,total,2007,1783440,77358
Nebraska,NE,under18,2007,451946,77358
Nebraska,NE,under18,2013,464348,77358
Nebraska,NE,total,2009,1812683,77358
Nebraska,NE,under18,2009,456543,77358
Nebraska,NE,total,2013,1868516,77358
Nebraska,NE,total,2010,1829838,77358
Nebraska,NE,under18,2010,459621,77358
Nebraska,NE,total,2011,1841749,77358
Nebraska,NE,under18,2011,460872,77358
Nebraska,NE,under18,2012,462673,77358
Nebraska,NE,total,2012,1855350,77358
Nevada,NV,total,2012,2754354,110567
Nevada,NV,under18,2012,659655,110567
Nevada,NV,under18,2011,659236,110567
Nevada,NV,total,2011,2717951,110567
Nevada,NV,under18,2010,663180,110567
Nevada,NV,total,2010,2703230,110567
Nevada,NV,total,2013,2790136,110567
Nevada,NV,total,2009,2684665,110567
Nevada,NV,under18,2009,666041,110567
Nevada,NV,under18,2013,661605,110567
Nevada,NV,total,2007,2601072,110567
Nevada,NV,under18,2007,654053,110567
Nevada,NV,total,2008,2653630,110567
Nevada,NV,under18,2008,662621,110567
Nevada,NV,total,2005,2432143,110567
Nevada,NV,under18,2005,611595,110567
Nevada,NV,total,2006,2522658,110567
Nevada,NV,under18,2006,634403,110567
Nevada,NV,total,2003,2248850,110567
Nevada,NV,under18,2003,568963,110567
Nevada,NV,total,2004,2346222,110567
Nevada,NV,under18,2004,591314,110567
Nevada,NV,total,2002,2173791,110567
Nevada,NV,under18,2002,552816,110567
Nevada,NV,total,2001,2098399,110567
Nevada,NV,under18,2001,534708,110567
Nevada,NV,total,1999,1934718,110567
Nevada,NV,under18,1999,493701,110567
Nevada,NV,total,2000,2018741,110567
Nevada,NV,under18,2000,516018,110567
Nevada,NV,total,1997,1764104,110567
Nevada,NV,under18,1997,443626,110567
Nevada,NV,under18,1998,469424,110567
Nevada,NV,total,1998,1853192,110567
Nevada,NV,total,1995,1581578,110567
Nevada,NV,under18,1995,396223,110567
Nevada,NV,under18,1996,419133,110567
Nevada,NV,total,1996,1666320,110567
Nevada,NV,under18,1992,337396,110567
Nevada,NV,total,1992,1351367,110567
Nevada,NV,total,1993,1411215,110567
Nevada,NV,under18,1993,354990,110567
Nevada,NV,under18,1994,376745,110567
Nevada,NV,total,1994,1499298,110567
Nevada,NV,total,1991,1296172,110567
Nevada,NV,under18,1991,325033,110567
Nevada,NV,under18,1990,316406,110567
Nevada,NV,total,1990,1220695,110567
New Hampshire,NH,under18,1990,277454,9351
New Hampshire,NH,total,1990,1112384,9351
New Hampshire,NH,total,1991,1109929,9351
New Hampshire,NH,under18,1991,281127,9351
New Hampshire,NH,under18,1994,295563,9351
New Hampshire,NH,total,1994,1142561,9351
New Hampshire,NH,total,1993,1129458,9351
New Hampshire,NH,under18,1993,290409,9351
New Hampshire,NH,under18,1992,286314,9351
New Hampshire,NH,total,1992,1117785,9351
New Hampshire,NH,under18,1996,300161,9351
New Hampshire,NH,total,1996,1174719,9351
New Hampshire,NH,total,1995,1157561,9351
New Hampshire,NH,under18,1995,298246,9351
New Hampshire,NH,under18,1998,307292,9351
New Hampshire,NH,total,1998,1205941,9351
New Hampshire,NH,total,1997,1189425,9351
New Hampshire,NH,under18,1997,302834,9351
New Hampshire,NH,total,2000,1239882,9351
New Hampshire,NH,under18,2000,310352,9351
New Hampshire,NH,total,1999,1222015,9351
New Hampshire,NH,under18,1999,308423,9351
New Hampshire,NH,total,2001,1255517,9351
New Hampshire,NH,under18,2001,311877,9351
New Hampshire,NH,total,2002,1269089,9351
New Hampshire,NH,under18,2002,312743,9351
New Hampshire,NH,total,2004,1290121,9351
New Hampshire,NH,under18,2004,309243,9351
New Hampshire,NH,total,2003,1279840,9351
New Hampshire,NH,under18,2003,311412,9351
New Hampshire,NH,total,2005,1298492,9351
New Hampshire,NH,under18,2005,307403,9351
New Hampshire,NH,total,2006,1308389,9351
New Hampshire,NH,under18,2006,305169,9351
New Hampshire,NH,total,2008,1315906,9351
New Hampshire,NH,under18,2008,296029,9351
New Hampshire,NH,total,2007,1312540,9351
New Hampshire,NH,under18,2007,300918,9351
New Hampshire,NH,under18,2013,271122,9351
New Hampshire,NH,total,2009,1316102,9351
New Hampshire,NH,under18,2009,290850,9351
New Hampshire,NH,total,2013,1323459,9351
New Hampshire,NH,total,2010,1316614,9351
New Hampshire,NH,under18,2010,285702,9351
New Hampshire,NH,total,2011,1318075,9351
New Hampshire,NH,under18,2011,280486,9351
New Hampshire,NH,under18,2012,275818,9351
New Hampshire,NH,total,2012,1321617,9351
New Jersey,NJ,total,2012,8867749,8722
New Jersey,NJ,under18,2012,2035106,8722
New Jersey,NJ,under18,2011,2049453,8722
New Jersey,NJ,total,2011,8836639,8722
New Jersey,NJ,under18,2010,2062013,8722
New Jersey,NJ,total,2010,8802707,8722
New Jersey,NJ,total,2013,8899339,8722
New Jersey,NJ,total,2009,8755602,8722
New Jersey,NJ,under18,2009,2068684,8722
New Jersey,NJ,under18,2013,2022117,8722
New Jersey,NJ,total,2007,8677885,8722
New Jersey,NJ,under18,2007,2091023,8722
New Jersey,NJ,total,2008,8711090,8722
New Jersey,NJ,under18,2008,2076366,8722
New Jersey,NJ,total,2006,8661679,8722
New Jersey,NJ,under18,2006,2106403,8722
New Jersey,NJ,total,2005,8651974,8722
New Jersey,NJ,under18,2005,2121878,8722
New Jersey,NJ,total,2003,8601402,8722
New Jersey,NJ,under18,2003,2126014,8722
New Jersey,NJ,total,2004,8634561,8722
New Jersey,NJ,under18,2004,2129051,8722
New Jersey,NJ,total,2002,8552643,8722
New Jersey,NJ,under18,2002,2116591,8722
New Jersey,NJ,total,2001,8492671,8722
New Jersey,NJ,under18,2001,2102838,8722
New Jersey,NJ,total,1999,8359592,8722
New Jersey,NJ,under18,1999,2066678,8722
New Jersey,NJ,total,2000,8430621,8722
New Jersey,NJ,under18,2000,2088885,8722
New Jersey,NJ,total,1997,8218808,8722
New Jersey,NJ,under18,1997,2028349,8722
New Jersey,NJ,under18,1998,2042080,8722
New Jersey,NJ,total,1998,8287418,8722
New Jersey,NJ,total,1995,8083242,8722
New Jersey,NJ,under18,1995,1997187,8722
New Jersey,NJ,under18,1996,2016502,8722
New Jersey,NJ,total,1996,8149596,8722
New Jersey,NJ,under18,1992,1890108,8722
New Jersey,NJ,total,1992,7880508,8722
New Jersey,NJ,total,1993,7948915,8722
New Jersey,NJ,under18,1993,1928623,8722
New Jersey,NJ,under18,1994,1968232,8722
New Jersey,NJ,total,1994,8014306,8722
New Jersey,NJ,total,1991,7814676,8722
New Jersey,NJ,under18,1991,1849605,8722
New Jersey,NJ,under18,1990,1818187,8722
New Jersey,NJ,total,1990,7762963,8722
New Mexico,NM,total,1990,1521574,121593
New Mexico,NM,under18,1990,453538,121593
New Mexico,NM,under18,1991,461811,121593
New Mexico,NM,total,1991,1555305,121593
New Mexico,NM,under18,1994,497542,121593
New Mexico,NM,under18,1993,487742,121593
New Mexico,NM,total,1993,1636453,121593
New Mexico,NM,total,1992,1595442,121593
New Mexico,NM,under18,1992,473176,121593
New Mexico,NM,total,1994,1682398,121593
New Mexico,NM,under18,1996,508100,121593
New Mexico,NM,total,1995,1720394,121593
New Mexico,NM,under18,1995,504558,121593
New Mexico,NM,total,1996,1752326,121593
New Mexico,NM,under18,1998,512801,121593
New Mexico,NM,total,1998,1793484,121593
New Mexico,NM,total,1997,1774839,121593
New Mexico,NM,under18,1997,514500,121593
New Mexico,NM,under18,1999,511135,121593
New Mexico,NM,total,1999,1808082,121593
New Mexico,NM,total,2000,1821204,121593
New Mexico,NM,under18,2000,508132,121593
New Mexico,NM,total,2001,1831690,121593
New Mexico,NM,under18,2001,503404,121593
New Mexico,NM,total,2002,1855309,121593
New Mexico,NM,under18,2002,502779,121593
New Mexico,NM,total,2004,1903808,121593
New Mexico,NM,under18,2004,501184,121593
New Mexico,NM,total,2003,1877574,121593
New Mexico,NM,under18,2003,500777,121593
New Mexico,NM,total,2005,1932274,121593
New Mexico,NM,under18,2005,502612,121593
New Mexico,NM,total,2006,1962137,121593
New Mexico,NM,under18,2006,505125,121593
New Mexico,NM,total,2008,2010662,121593
New Mexico,NM,under18,2008,511214,121593
New Mexico,NM,total,2007,1990070,121593
New Mexico,NM,under18,2007,508725,121593
New Mexico,NM,under18,2013,507540,121593
New Mexico,NM,total,2013,2085287,121593
New Mexico,NM,total,2009,2036802,121593
New Mexico,NM,under18,2009,515470,121593
New Mexico,NM,total,2010,2064982,121593
New Mexico,NM,under18,2010,518763,121593
New Mexico,NM,under18,2011,516513,121593
New Mexico,NM,total,2011,2077919,121593
New Mexico,NM,under18,2012,512314,121593
New Mexico,NM,total,2012,2083540,121593
New York,NY,total,2012,19576125,54475
New York,NY,under18,2012,4264694,54475
New York,NY,total,2011,19502728,54475
New York,NY,under18,2011,4294555,54475
New York,NY,under18,2010,4318033,54475
New York,NY,total,2010,19398228,54475
New York,NY,total,2009,19307066,54475
New York,NY,under18,2009,4342926,54475
New York,NY,total,2013,19651127,54475
New York,NY,under18,2013,4239976,54475
New York,NY,total,2007,19132335,54475
New York,NY,under18,2007,4410949,54475
New York,NY,total,2008,19212436,54475
New York,NY,under18,2008,4372170,54475
New York,NY,total,2006,19104631,54475
New York,NY,under18,2006,4457777,54475
New York,NY,total,2005,19132610,54475
New York,NY,under18,2005,4514456,54475
New York,NY,total,2003,19175939,54475
New York,NY,under18,2003,4619506,54475
New York,NY,total,2004,19171567,54475
New York,NY,under18,2004,4574065,54475
New York,NY,total,2002,19137800,54475
New York,NY,under18,2002,4652232,54475
New York,NY,total,2001,19082838,54475
New York,NY,under18,2001,4672425,54475
New York,NY,under18,1999,4672587,54475
New York,NY,total,1999,18882725,54475
New York,NY,total,2000,19001780,54475
New York,NY,under18,2000,4687374,54475
New York,NY,under18,1997,4670787,54475
New York,NY,total,1997,18656546,54475
New York,NY,total,1998,18755906,54475
New York,NY,under18,1998,4652140,54475
New York,NY,total,1996,18588460,54475
New York,NY,under18,1995,4648419,54475
New York,NY,total,1995,18524104,54475
New York,NY,under18,1996,4667647,54475
New York,NY,total,1994,18459470,54475
New York,NY,under18,1992,4465539,54475
New York,NY,total,1992,18246653,54475
New York,NY,total,1993,18374954,54475
New York,NY,under18,1993,4538171,54475
New York,NY,under18,1994,4605284,54475
New York,NY,total,1991,18122510,54475
New York,NY,under18,1991,4372727,54475
New York,NY,under18,1990,4281643,54475
New York,NY,total,1990,18020784,54475
North Carolina,NC,under18,1990,1625804,53821
North Carolina,NC,total,1990,6664016,53821
North Carolina,NC,total,1991,6784280,53821
North Carolina,NC,under18,1991,1640394,53821
North Carolina,NC,total,1993,7042818,53821
North Carolina,NC,under18,1993,1710267,53821
North Carolina,NC,under18,1992,1674144,53821
North Carolina,NC,total,1992,6897214,53821
North Carolina,NC,under18,1994,1750754,53821
North Carolina,NC,total,1994,7187398,53821
North Carolina,NC,total,1995,7344674,53821
North Carolina,NC,under18,1995,1785150,53821
North Carolina,NC,under18,1996,1821506,53821
North Carolina,NC,total,1996,7500670,53821
North Carolina,NC,under18,1998,1894753,53821
North Carolina,NC,total,1998,7809122,53821
North Carolina,NC,total,1997,7656825,53821
North Carolina,NC,under18,1997,1861621,53821
North Carolina,NC,total,2000,8081614,53821
North Carolina,NC,under18,2000,1967626,53821
North Carolina,NC,total,1999,7949362,53821
North Carolina,NC,under18,1999,1932141,53821
North Carolina,NC,total,2001,8210122,53821
North Carolina,NC,under18,2001,2003782,53821
North Carolina,NC,total,2002,8326201,53821
North Carolina,NC,under18,2002,2034451,53821
North Carolina,NC,total,2004,8553152,53821
North Carolina,NC,under18,2004,2085165,53821
North Carolina,NC,total,2003,8422501,53821
North Carolina,NC,under18,2003,2060838,53821
North Carolina,NC,total,2005,8705407,53821
North Carolina,NC,under18,2005,2122485,53821
North Carolina,NC,total,2006,8917270,53821
North Carolina,NC,under18,2006,2166393,53821
North Carolina,NC,total,2008,9309449,53821
North Carolina,NC,under18,2008,2252101,53821
North Carolina,NC,total,2007,9118037,53821
North Carolina,NC,under18,2007,2219168,53821
North Carolina,NC,under18,2013,2285605,53821
North Carolina,NC,total,2013,9848060,53821
North Carolina,NC,total,2009,9449566,53821
North Carolina,NC,under18,2009,2272955,53821
North Carolina,NC,total,2010,9559533,53821
North Carolina,NC,under18,2010,2282288,53821
North Carolina,NC,under18,2011,2284238,53821
North Carolina,NC,total,2011,9651377,53821
North Carolina,NC,under18,2012,2284122,53821
North Carolina,NC,total,2012,9748364,53821
North Dakota,ND,total,2012,701345,70704
North Dakota,ND,under18,2012,156765,70704
North Dakota,ND,total,2011,684867,70704
North Dakota,ND,under18,2011,152357,70704
North Dakota,ND,under18,2010,150179,70704
North Dakota,ND,total,2010,674344,70704
North Dakota,ND,total,2009,664968,70704
North Dakota,ND,under18,2009,148674,70704
North Dakota,ND,total,2013,723393,70704
North Dakota,ND,under18,2013,162688,70704
North Dakota,ND,total,2007,652822,70704
North Dakota,ND,under18,2007,147263,70704
North Dakota,ND,total,2008,657569,70704
North Dakota,ND,under18,2008,147462,70704
North Dakota,ND,total,2006,649422,70704
North Dakota,ND,under18,2006,147331,70704
North Dakota,ND,total,2005,646089,70704
North Dakota,ND,under18,2005,148119,70704
North Dakota,ND,total,2003,638817,70704
North Dakota,ND,under18,2003,150406,70704
North Dakota,ND,total,2004,644705,70704
North Dakota,ND,under18,2004,149128,70704
North Dakota,ND,total,2002,638168,70704
North Dakota,ND,under18,2002,153097,70704
North Dakota,ND,total,2001,639062,70704
North Dakota,ND,under18,2001,156113,70704
North Dakota,ND,total,1999,644259,70704
North Dakota,ND,under18,1999,163056,70704
